id,jobs,links,description
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,PRIMARY RESPONSIBILITIES
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,Create new business models for emerging businesses and technologies.
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,New products development planning and rollout management.
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,Appropriate communication and liaison with all departments in the actualization of business opportunities.
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,Identify and reach potential clients to offer Company’s products and services. 
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,Monitor existing client needs and opportunities to appropriately cross-sell products. 
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,Observe and understand Industry behavior/trends. Monitor competitor offers and products. 
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,Maintain & develop relationships with potential leads and clients. 
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,Reply to demands or questions from clients in timely manner to ensure healthy impact on both sides. 
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,"Ensure generation of weekly and monthly performance reports, or as may be determined from time to time."
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,"Responsible for Request for Information (RFIs), Request for Quotations (RFQs), Tenders and Pre-Qualifications."
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,KNOWLEDGE AND SKILLS REQUIREMENTS 
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,"A degree in Business Administration, Marketing or equivalent from a reputable university qualification is recommended, but a proven background in business development may be sufficient."
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,A proven track record in strong presentation skills is essential in the role of Business Developer.
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,Strong track of business-to-business sales records at a corporate level.
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,Strong research and strategic analysis skills.
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,"Excellent communication skills, both verbal and written, and be able to cold call potential clients with confidence are key for a successful business developer."
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,Well skilled at agreeing and closing deals with clients.
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,Excellent organizational skills are essential as well as performance monitoring will be a requirement.
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,Must be able to operate Microsoft Office and associated programs.
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,
1,Business Developer,https://www.brightermonday.co.ug/listings/business-developer-99grmv,
2,Executive Chef,https://www.brightermonday.co.ug/listings/executive-chef-85gk0j,"•    Responsible for all food production and quality of the food in the kitchen.•    Do duty management shifts and stand in for General manager when required.•    In conjunction with the General Manager to develop food styles, menus and menu costings.•    Menu design and costing for events and functions.•    Control food stocks, set par stocks and order accordingly.•    Source new speciality products, ingredients and suppliers.•    Maintain all health and safety rules and regulations in the kitchen•    To account for the usage, consumption, spoilage and control of all food stuff produced or stored under his supervision.•    To maintain and enforce such systems and methods in the area of F&B production as laid down by the management.•    To develop new products and improve on existing recipes and research new methods of food preparation.•    To work closely with the General Manager, managers and supervisors in the F&B Service Area/ restaurants for the attainment of profit, quality and service standards of the department and the property.•    Conduct performance appraisal for all staff in the kitchen department•    To formulate and ensure adherence to standard recipes.•    To personally supervise the maintenance of proper cooking, thawing and storage temperatures for all raw and cooked food in his/ her department.•    To keep abreast with the competition by conducting periodic competition and market surveys.•    To co-ordinate with the receiving manager for checking of the equipment in order to ensure conformity with specified/ expected standards.•    To co-ordinate pest control operations for the entire kitchen and guest area.•    To make conscious and continuous efforts to develop local suppliers to substitute imported/ expensive items. Qualifications•    At least 5 years and above of experience as an Executive Chef•    Extensive experience of continental cuisine, desert and pastry.•    Indian Mughlai Cuisine experience is a Must•    Experience in Al A Carte restaurants•    Catering Banquets and functions•    Must be good in using material control systems and computer usage.•    Fluent in written and spoken English•    Team leader and a team player.•    Training of staff•    IT literate in Microsoft office•    Knowledge and experience with Property and inventory management systems – Micros would be an advantage"
2,Executive Chef,https://www.brightermonday.co.ug/listings/executive-chef-85gk0j,Please send your CV to jobs@alternatedoors.co.ke 
3,Regional Sales Manager,https://www.brightermonday.co.ug/listings/religoin-sales-manager-x2qg4z,"Frist  stage ,to  know  yeast  field  from users and  market  deeply 1) Visit  around  6-8  bakeries/users  outside   everyday ,   to know  current  using  yeast  brand , price  , supplier , other  ingredients  ;2) Visit  wholesale market  to  collect  distributors  info., to discuss  yeast  cooperation  ;3) Help  our  agent   to  distribute  yeast  stocks  into   bakeries  ,  retail  shops , market  etc . 4) Find  out  all  importers  to  cooperate  .5) Make  advertisemnet  ,like  banners , car painting etc .Second  stage / career development1) Learn  about  international  business  2) Charge  some  agents  directly  and  collect orders  ,  follow  production/shipment/docs/payment .3) Make  market  plan  for  Ethiopia  and  develop  business  .4) To  be a  excellent  international  manager  and  charge  more  countries  business ."
4,Microsoft Windows (Wintel) Server Engineer,https://www.brightermonday.co.ug/listings/microsoft-windows-wintel-server-engineer-rv7np5,Reports to: Back Office Manager
